12:42:02
time to do symbolics	= 0.04328179359436035s 
time to do numerics	= 0.5216171741485596s 
t	x	x' 
0.0	1.0	0.0 
0.035035035035035036	0.9993863359342507	-0.035027868161119566 
0.07007007007007007	0.9975460969041743	-0.07001274563425856 
0.10510510510510511	0.9944815414869009	-0.1049116944951172 
0.14014014014014015	0.9901964308975049	-0.1396818822819988 
0.17517517517517517	0.984696024372759	-0.17428063456529505 
0.21021021021021022	0.9779870727163259	-0.20866548732301396 
0.24524524524524527	0.9700778100133063	-0.24279423905806852 
0.2802802802802803	0.9609779435243151	-0.2766250025933613 
0.3153153153153153	0.950698641771487	-0.3101162564810955 
0.35035035035035034	0.9392525208310355	-0.34322689596321543 
0.3853853853853854	0.9266536288491873	-0.3759162834204329 
0.42042042042042044	0.9129174288004975	-0.4081442982479201 
0.45545545545545546	0.8980607795097056	-0.43987138609645693 
0.49049049049049054	0.8821019149604262	-0.4710586074185965 
0.5255255255255256	0.8650604219160672	-0.5016676852602667 
0.5605605605605606	0.8469572158804448	-0.5316610522391534 
0.5955955955955956	0.8278145154275969	-0.5610018966522049 
0.6306306306306306	0.8076558149323019	-0.5896542076556712 
0.6656656656656657	0.7865058557347723	-0.6175828194622254 
0.7007007007007007	0.7643905957749112	-0.6447534545009235 
0.7357357357357358	0.7413371777334027	-0.6711327654870318 
0.7707707707707708	0.7173738957187364	-0.6966883763500876 
0.8058058058058059	0.692530160541052	-0.721388921969961 
0.8408408408408409	0.6668364636154245	-0.7452040866721493 
0.8758758758758759	0.6403243395388928	-0.7681046414350575 
0.9109109109109109	0.613026327387162	-0.7900624797635979 
0.9459459459459459	0.5849759307784798	-0.8110506521850831 
0.9809809809809811	0.5562075767537036	-0.8310433993250714 
1.016016016016016	0.5267565735230251	-0.850016183522572 
1.0510510510510511	0.4966590671312101	-0.8679457189458065 
1.0860860860860861	0.46595199709454127	-0.8848100001715653 
1.1211211211211212	0.4346730510639105	-0.9005883291930824 
1.1561561561561562	0.4028606185697048	-0.9152613408232817 
1.1911911911911912	0.3705537439052556	-0.9288110264622156 
1.2262262262262262	0.33779207820667945	-0.9412207561995265 
1.2612612612612613	0.304615830787923	-0.9524752992248036 
1.2962962962962963	0.27106571979074073	-0.9625608425207848 
1.3313313313313313	0.2371829222101745	-0.9714650078164615 
1.3663663663663663	0.20300902335686874	-0.9791768667792787 
1.4014014014014013	0.16858596581824908	-0.9856869544277853 
1.4364364364364366	0.13395599798120467	-0.9909872807482719 
1.4714714714714716	0.09916162217945518	-0.9950713405011389 
1.5065065065065066	0.06424554252923984	-0.9979341212049612 
1.5415415415415417	0.029250612517354994	-0.9995721092884464 
1.5765765765765767	-0.0057802175941359495	-0.9999832944027408 
1.6116116116116117	-0.040803953481967414	-0.9991671718887863 
1.6466466466466467	-0.0757776095298141	-0.997124743396703 
1.6816816816816818	-0.11065826158574715	-0.9938585156564358 
1.7167167167167168	-0.1454030996442533	-0.9893724974011744 
1.7517517517517518	-0.179969480388159	-0.9836721944473217 
1.7867867867867868	-0.21431497952597314	-0.976764602937051 
1.8218218218218218	-0.24839744386041357	-0.9686582007517439 
1.8568568568568569	-0.2821750430242118	-0.9593629371068475 
1.8918918918918919	-0.3156063208196997	-0.9488902203409231 
1.926926926926927	-0.34865024609916684	-0.9372529039138705 
1.9619619619619622	-0.38126626312354284	-0.9244652706315158 
1.9969969969969972	-0.41341434133759586	-0.910543015115922 
2.032032032032032	-0.4450550245005604	-0.895503224542937 
2.067067067067067	-0.47614947911189065	-0.8793643576706228 
2.1021021021021022	-0.5066595420727086	-0.8621462221843027 
2.1371371371371373	-0.5365477675244485	-0.8438699503860306 
2.1721721721721723	-0.5657774728072131	-0.8245579732583237 
2.2072072072072073	-0.5943127834814333	-0.8042339929339856 
2.2422422422422423	-0.6221186773575778	-0.7829229536058123 
2.2772772772772774	-0.6491610274798707	-0.7606510109118829 
2.3123123123123124	-0.6754066440112652	-0.7374454998340086 
2.3473473473473474	-0.7008233149682638	-0.7133349011487412 
2.3823823823823824	-0.7253798457555918	-0.6883488064721144 
2.4174174174174174	-0.7490460974522021	-0.662517881941021 
2.4524524524524525	-0.7717930238016202	-0.6358738305758007 
2.4874874874874875	-0.7935927068612323	-0.6084493533702311 
2.5225225225225225	-0.8144183912667617	-0.5802781091566782 
2.5575575575575575	-0.8342445170698799	-0.5513946732956646 
2.5925925925925926	-0.8530467511086499	-0.5218344952405568 
2.6276276276276276	-0.870802016872301	-0.49163385502945417 
2.6626626626626626	-0.8874885228236792	-0.46082981875767687 
2.6976976976976976	-0.9030857891446139	-0.429460193085505 
2.7327327327327327	-0.9175746728713751	-0.3975634788370005 
2.7677677677677677	-0.9309373913893708	-0.36517882374686306 
2.8028028028028027	-0.9431575442582507	-0.3323459744133136 
2.837837837837838	-0.9542201333406277	-0.299105227515976 
2.872872872872873	-0.9641115812097133	-0.26549738035863024 
2.907907907907908	-0.972819747813277	-0.23156368079753126 
2.9429429429429432	-0.9803339453734722	-0.19734577661675615 
2.9779779779779783	-0.9866449515042478	-0.1628856644127069 
3.0130130130130133	-0.9917450205302414	-0.12822563805050616 
3.0480480480480483	-0.9956278929932648	-0.09340823675554669 
3.0830830830830833	-0.9982888033347131	-0.05847619290390348 
3.1181181181181183	-0.9997244857444689	-0.023472379575686403 
3.1531531531531534	-0.9999331781691227	0.011560242064297122 
3.1881881881881884	-0.9989146244745911	0.0465786754939882 
3.2232232232232234	-0.9966700747604768	0.08153994160491757 
3.2582582582582584	-0.9932022838257862	0.11640113145167448 
3.2932932932932935	-0.9885155077878878	0.15111945891526252 
3.3283283283283285	-0.982615498858859	0.18565231321570702 
3.3633633633633635	-0.9755094982856344	0.21995731120946416 
3.3983983983983985	-0.96720622746262	0.25399234940744514 
3.4334334334334335	-0.9577158772276804	0.287715655649813 
3.4684684684684686	-0.9470500953546365	0.32108584037412935 
3.5035035035035036	-0.9352219722576256	0.3540619474139287 
3.5385385385385386	-0.9222460249248676	0.38660350426537393 
3.5735735735735736	-0.9081381791015568	0.41867057176029837 
3.6086086086086087	-0.8929157497437469	0.4502237930846709 
3.6436436436436437	-0.8765974197672186	0.48122444208232074 
3.6786786786786787	-0.8592032171174111	0.5116344707846383 
3.7137137137137137	-0.8407544901885615	0.5414165561079176 
3.7487487487487487	-0.8212738816222199	0.5705341456610267 
3.7837837837837838	-0.8007853005172986	0.5989515026071855 
3.818818818818819	-0.7793138930857619	0.6266337495247915 
